id,inner_id,mark,model,generation,configuration,complectation,url,price_rub,price_usd,price_eur,year,km_age,color,wheel,vin,pts,owners_count,section,condition,in_stock,custom,seller,address,region,city,offer_updated_at,options,engine_type,displacement,horse_power,body_type,transmission,drive_type,no_accidents,seller_id,seller_url,image_urls
4200307,1117799192-64de9b94,Chery,Tiggo 7 Pro,I,Внедорожник 5 дв.,Elite (2020),https://auto.ru/cars/new/sale/chery/tiggo_7_pro/1117799192-64de9b94/,2649900,38218,35142,2022,,чёрный,левый,LVV**************,оригинал,0,NEW,среднее,IN_STOCK,растаможен,Регинас Chery Челябинск,"Свердловский тракт, 5Рс3",Челябинская область,Челябинск,2023-01-30 04:40:55 +0300,"[""cruise-control"",""eco-leather"",""multi-wheel"",""heated-wash-system"",""airbag-passenger"",""roof-rails"",""decorative-interior-lighting"",""bas"",""lock"",""electro-mirrors"",""driver-seat-support"",""easy-trunk-opening"",""mirrors-heat"",""glonass"",""computer"",""seat-transformation"",""android-auto"",""wheel-power"",""driver-seat-electric"",""dha"",""airbag-side"",""electro-trunk"",""abs"",""wheel-leather"",""climate-control-2"",""auto-mirrors"",""asr"",""esp"",""usb"",""audiosystem-tv"",""front-centre-armrest"",""apple-carplay"",""rear-camera"",""drl"",""electro-window-back"",""18-inch-wheels"",""reduce-spare-wheel"",""rear-seats-heat"",""driver-seat-updown"",""wheel-heat"",""led-lights"",""park-assist-r"",""airbag-driver"",""isofix"",""drive-mode-sys"",""electro-window-front"",""light-sensor"",""hcc"",""keyless-entry"",""paint-metallic"",""start-button"",""tyre-pressure"",""remote-engine-start"",""audiosystem-cd"",""front-seats-heat"",""power-child-locks-rear-doors"",""bluetooth"",""wheel-configuration2"",""wheel-configuration1"",""immo"",""windscreen-heat"",""12v-socket"",""third-rear-headrest""]",бензин,1.5,147,пятидверный внедорожник,вариатор,передний,false,23390218,https://auto.ru/diler/cars/all/reginas_chery_chelyabinsk/,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2078183/87cdb9076e68c10026096186c0a60d8b/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1871391/4ba3d3c897e8b434e3f42f70fda7218a/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2157278/8a758f437a197c05e2220865c075184c/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2091571/6f241aba5f2319124b3d08874f526c7f/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2181747/36eac6e17b61c8495ddaa8e3d3610b1f/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2171556/fe9b49404283c2cfaced4338a87155aa/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4946962/201e328b9adc158e36ab498c5bca6de8/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1909732/68c034b45834fcf0b8a7272bae847dc0/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1650647/d1501f64a19597b0e2d20284d908270f/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1659147/fb14344aea138e84d3bb2efd2c120d5b/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2156853/7929e86aaf186fa430017f6d3644a1fc/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2069203/5009eb1b5fdc10b0874cbab0efbecce1/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2180783/700464e3835439233548de794b61ef8b/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2161408/d06ec7bf38bdc02b1b546526e0aad344/1200x900""}]"
4200308,1117799691-5c63e73e,Haval,Jolion,I,Внедорожник 5 дв.,Premium,https://auto.ru/cars/new/sale/haval/jolion/1117799691-5c63e73e/,2419000,34887,32080,2022,,серый,левый,XZG**************,,0,NEW,среднее,IN_STOCK,растаможен,Ринг Haval Липецк,"улица 50 лет НЛМК, с22А",Липецкая область,Липецк,2023-01-30 02:04:36 +0300,"[""eco-leather"",""multi-wheel"",""auto-park"",""heated-wash-system"",""airbag-passenger"",""roof-rails"",""bas"",""lock"",""electro-mirrors"",""mirrors-heat"",""glonass"",""collision-prevention-assist"",""computer"",""seat-transformation"",""android-auto"",""wheel-power"",""driver-seat-electric"",""dha"",""airbag-side"",""electronic-gage-panel"",""auto-cruise"",""abs"",""wheel-leather"",""climate-control-2"",""auto-mirrors"",""asr"",""tinted-glass"",""esp"",""usb"",""audiosystem-tv"",""lane-keeping-assist"",""front-centre-armrest"",""apple-carplay"",""drl"",""steering-wheel-gear-shift-paddles"",""electro-window-back"",""18-inch-wheels"",""reduce-spare-wheel"",""body-mouldings"",""park-assist-f"",""rear-seats-heat"",""driver-seat-updown"",""wheel-heat"",""led-lights"",""wireless-charger"",""airbag-driver"",""isofix"",""projection-display"",""drive-mode-sys"",""electro-window-front"",""light-sensor"",""hcc"",""airbag-curtain"",""keyless-entry"",""alarm"",""blind-spot"",""traffic-sign-recognition"",""start-button"",""rain-sensor"",""tyre-pressure"",""audiosystem-cd"",""front-seats-heat"",""power-child-locks-rear-doors"",""bluetooth"",""wheel-configuration1"",""immo"",""windscreen-heat"",""12v-socket"",""360-camera""]",бензин,1.5,143,пятидверный внедорожник,робот,передний,false,21590895,https://auto.ru/diler/cars/all/ring_haval_lipeck/,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2100951/d63dd03e40cc8da980ba2ae026677cf1/1200x900""}]"
4200309,1117799154-602925ee,Geely,Coolray,I,Внедорожник 5 дв.,Flagship Sport,https://auto.ru/cars/new/sale/geely/coolray/1117799154-602925ee/,2709990,39084,35939,2022,,синий,левый,Y4K**************,оригинал,0,NEW,среднее,IN_STOCK,растаможен,Geely Центр Зеленоград,"2-й микрорайон, 14",Москва и Московская область,Ржавки,2023-01-30 05:11:26 +0300,"[""cruise-control"",""eco-leather"",""multi-wheel"",""heated-wash-system"",""airbag-passenger"",""roof-rails"",""decorative-interior-lighting"",""bas"",""lock"",""door-sill-panel"",""electro-mirrors"",""mirrors-heat"",""glonass"",""passenger-seat-updown"",""computer"",""seat-transformation"",""driver-seat-electric"",""dha"",""airbag-side"",""electronic-gage-panel"",""abs"",""wheel-leather"",""climate-control-1"",""auto-mirrors"",""black-roof"",""asr"",""esp"",""usb"",""windcleaner-heat"",""front-centre-armrest"",""servo"",""drl"",""electro-window-back"",""18-inch-wheels"",""hatch"",""park-assist-f"",""combo-interior"",""rear-seats-heat"",""wheel-heat"",""led-lights"",""park-assist-r"",""airbag-driver"",""isofix"",""drive-mode-sys"",""electro-window-front"",""light-sensor"",""hcc"",""airbag-curtain"",""keyless-entry"",""alarm"",""blind-spot"",""start-button"",""ptf"",""tyre-pressure"",""audiosystem-cd"",""panorama-roof"",""front-seats-heat"",""power-child-locks-rear-doors"",""bluetooth"",""wheel-configuration2"",""wheel-configuration1"",""immo"",""12v-socket"",""third-rear-headrest"",""360-camera""]",бензин,1.5,150,пятидверный внедорожник,робот,передний,false,20375375,https://auto.ru/diler/cars/all/geely_centr_zelenograd/,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4946962/6c3c472a6506e786882c7b5dc971b088/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4792406/fed4bb2ad863788c4400fe547e048574/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1972780/0f3c9d5c0b3f750290f90a6b458af791/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155411/3cf7decc88931fef264f161f76188e37/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1887810/565d79921070aa199bab491340f85159/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1973178/b0d8011c1a6f5b8070c6a0a73ec255fd/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2180327/b37ec9ea5641302a4a870ebef3cb428b/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1936112/32bb3b54f412231ac102289ff9755a49/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2153865/c1dc6d996dc016501bfe854537793a8f/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2057538/49ef1ecc916e79c1f91010911423a676/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1942544/e7d4b20c837a1245bd468f206e974372/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5232274/ee701ed6dbc0ecb4286b5a999e793816/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2172317/2e4dbc454a8f57895b05fc96f50de037/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1993354/b334b9b6dbe811fa84c450f67d1f59a2/1200x900""}]"
4200310,1117802843-33241a89,Haval,Jolion,I,Внедорожник 5 дв.,Elite,https://auto.ru/cars/new/sale/haval/jolion/1117802843-33241a89/,1849000,26667,24521,2022,,красный,левый,XZG**************,оригинал,0,NEW,среднее,IN_STOCK,растаможен,Юг-Авто Haval Дзержинского,"Дзержинского, 102",Краснодарский край,Краснодар,2023-01-30 03:25:13 +0300,"[""cruise-control"",""multi-wheel"",""heated-wash-system"",""airbag-passenger"",""roof-rails"",""bas"",""lock"",""electro-mirrors"",""mirrors-heat"",""glonass"",""computer"",""seat-transformation"",""android-auto"",""wheel-power"",""fabric-seats"",""abs"",""wheel-leather"",""climate-control-1"",""asr"",""esp"",""usb"",""audiosystem-tv"",""front-centre-armrest"",""apple-carplay"",""rear-camera"",""drl"",""steering-wheel-gear-shift-paddles"",""electro-window-back"",""18-inch-wheels"",""reduce-spare-wheel"",""body-mouldings"",""rear-seats-heat"",""driver-seat-updown"",""wheel-heat"",""led-lights"",""park-assist-r"",""airbag-driver"",""isofix"",""drive-mode-sys"",""electro-window-front"",""light-sensor"",""hcc"",""keyless-entry"",""alarm"",""start-button"",""rain-sensor"",""audiosystem-cd"",""front-seats-heat"",""power-child-locks-rear-doors"",""bluetooth"",""wheel-configuration1"",""immo"",""windscreen-heat"",""12v-socket""]",бензин,1.5,143,пятидверный внедорожник,робот,передний,false,21753443,https://auto.ru/diler/cars/all/ug_avto_haval_krasnodar/,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/7014699/23189bf191355c32f9aeda4f942ecb16/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2104220/7f067e9fdcc3c4c07061191b5d999c5a/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4372543/18065f7c75b5c7d4a28075bbd28f8334/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2154938/4bacee0e8d2b80b05e3ca13799336ada/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155319/5787139f8e0789dd0460cd8a60b8bb1b/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/7014699/ffcc12e99dd7e50b12872018fdb6dec9/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2161408/04709871b659b4baf996bb11a1543729/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1974654/62d5bf83b8ccd33352d0965ed6b6e0b5/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2062230/e72d3781a3028a5d1d426f6eec37b03d/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2079837/64f3f0ed8d5f2bbfc212eee422574696/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2164533/1f5c6648d63be478955538b92a042015/1200x900""}]"
4200311,1117803969-44e78cc2,EXEED,LX,,Внедорожник 5 дв.,Luxury,https://auto.ru/cars/new/sale/cheryexeed/lx/1117803969-44e78cc2/,2999900,43265,39783,2022,,серый,левый,LVT**************,оригинал,0,NEW,среднее,IN_STOCK,растаможен,EXEED Центр КАН АВТО на Московской,"Московская улица, 20",Республика Татарстан,Казань,2023-01-30 02:01:01 +0300,"[""cruise-control"",""eco-leather"",""multi-wheel"",""heated-wash-system"",""airbag-passenger"",""roof-rails"",""decorative-interior-lighting"",""bas"",""lock"",""door-sill-panel"",""electro-mirrors"",""driver-seat-support"",""easy-trunk-opening"",""mirrors-heat"",""driver-seat-memory"",""glonass"",""passenger-seat-updown"",""computer"",""seat-transformation"",""wheel-power"",""dha"",""airbag-side"",""electronic-gage-panel"",""electro-trunk"",""abs"",""wheel-leather"",""climate-control-2"",""auto-mirrors"",""asr"",""esp"",""usb"",""front-centre-armrest"",""rear-camera"",""drl"",""electro-window-back"",""18-inch-wheels"",""reduce-spare-wheel"",""rear-seats-heat"",""wheel-heat"",""led-lights"",""music-super"",""park-assist-r"",""wireless-charger"",""airbag-driver"",""isofix"",""drive-mode-sys"",""electro-window-front"",""light-sensor"",""hcc"",""keyless-entry"",""passenger-seat-electric"",""paint-metallic"",""start-button"",""rain-sensor"",""tyre-pressure"",""voice-recognition"",""remote-engine-start"",""audiosystem-cd"",""front-seats-heat"",""power-child-locks-rear-doors"",""bluetooth"",""wheel-configuration2"",""wheel-configuration1"",""immo"",""windscreen-heat"",""12v-socket"",""third-rear-headrest""]",бензин,1.5,147,пятидверный внедорожник,вариатор,передний,false,23404441,https://auto.ru/diler/cars/all/exeed_centr_kan_avto_na_moskovskoy_kazan/,"[{""url"":""//avatars.mds.yandex.net/get-verba/1030388/2a0000017f7078c337de81ac2482210a9744/1200x900""}]"
4200312,1117803976-40ee0c4f,EXEED,LX,,Внедорожник 5 дв.,Luxury,https://auto.ru/cars/new/sale/cheryexeed/lx/1117803976-40ee0c4f/,2999900,43265,39783,2022,,белый,левый,LVT**************,оригинал,0,NEW,среднее,IN_STOCK,растаможен,EXEED Центр КАН АВТО на Московской,"Московская улица, 20",Республика Татарстан,Казань,2023-01-30 02:01:01 +0300,"[""cruise-control"",""eco-leather"",""multi-wheel"",""heated-wash-system"",""airbag-passenger"",""roof-rails"",""decorative-interior-lighting"",""bas"",""lock"",""door-sill-panel"",""electro-mirrors"",""driver-seat-support"",""easy-trunk-opening"",""mirrors-heat"",""driver-seat-memory"",""glonass"",""passenger-seat-updown"",""computer"",""seat-transformation"",""wheel-power"",""dha"",""airbag-side"",""electronic-gage-panel"",""electro-trunk"",""abs"",""wheel-leather"",""climate-control-2"",""auto-mirrors"",""asr"",""esp"",""usb"",""front-centre-armrest"",""rear-camera"",""drl"",""electro-window-back"",""18-inch-wheels"",""reduce-spare-wheel"",""rear-seats-heat"",""wheel-heat"",""led-lights"",""music-super"",""park-assist-r"",""wireless-charger"",""airbag-driver"",""isofix"",""drive-mode-sys"",""electro-window-front"",""light-sensor"",""hcc"",""keyless-entry"",""passenger-seat-electric"",""paint-metallic"",""start-button"",""rain-sensor"",""tyre-pressure"",""voice-recognition"",""remote-engine-start"",""audiosystem-cd"",""front-seats-heat"",""power-child-locks-rear-doors"",""bluetooth"",""wheel-configuration2"",""wheel-configuration1"",""immo"",""windscreen-heat"",""12v-socket"",""third-rear-headrest""]",бензин,1.5,147,пятидверный внедорожник,вариатор,передний,false,23404441,https://auto.ru/diler/cars/all/exeed_centr_kan_avto_na_moskovskoy_kazan/,"[{""url"":""//avatars.mds.yandex.net/get-verba/1030388/2a0000017f7078c337de81ac2482210a9744/1200x900""}]"
4200313,1117077411-8e6812fb,Hyundai,i30,III Рестайлинг 2,Хэтчбек 5 дв.,,https://auto.ru/cars/used/sale/hyundai/i30/1117077411-8e6812fb/,1918000,27662,25436,2022,15,серый,левый,MXH**************,оригинал,1,USED,среднее,IN_STOCK,растаможен,GN Service - Авто с пробегом,"Новоясеневский проспект, 6к1",Москва и Московская область,Москва,2023-01-30 05:45:06 +0300,,бензин,1.5,110,пятидверный хэтчбэк,автомат,передний,false,21654265,https://auto.ru/diler/cars/all/gn_service_avto_s_probegom_moskva/,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1956270/aa94e22473ab8f4435116d2bc42d46d5/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2161166/bdab366961664f988ad1df19215e5b17/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2198505/0ca38f256d863449eafa626d384863c5/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2057171/c4068d22d7eca476544e383b2075c32d/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4402933/e3f4df45d0290ff5ac436cf4fe2e4953/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2202802/f45e45aea2824c94606894d92d37572b/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2146283/36097c9759d849f443aefa083f768be3/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2068553/082dd31c8ae7fabf57028a3a8c5bc808/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4372543/9a9678ecc2f838bf5db6d455dcdba913/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2156560/47ac9c6ad95bd87a2e82412497892fa5/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2171830/4cc98221c1c8bfa0531ab5ca8f77c12d/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1999239/a99ef2175c71a169061f5d662a5c48ce/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2164928/6fe27a05d8fbd45677679711183d3c31/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2161674/04f455742082f439b87aca24301b5bec/1200x900""}]"
4200314,1117743818-bf18cb7a,BMW,X5,II (E70),Внедорожник 5 дв.,,https://auto.ru/cars/used/sale/bmw/x5/1117743818-bf18cb7a/,1950000,28123,25860,2008,190000,синий,левый,WBA**************,оригинал,2,USED,среднее,IN_STOCK,растаможен,Николай,,Тамбовская область,Тамбов,2023-01-29 10:16:30 +0300,,дизель,3.0,235,пятидверный внедорожник,автомат,полный,true,,,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1978750/7edfaf61365bc3d2cb30d80efae60ea7/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2172060/c6afcaed5f91fe3c570b4874602e666a/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2156661/7c43a411d27e6714d559d5ac83e45a1d/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155159/12b512d47ee4281eadfd0dddb958b4c3/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2156560/f015a030b65cd349ecc0373f32f837f7/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2057605/2b5f0815d4c8e62aa18ebd7e2b758c28/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2174600/63754fd46db609c5e452c571e6ac572b/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155319/3d8028bc95f3ca3240ecc946b8ed0e14/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2062526/679ca2ebe6318fcf953b2ec333933ab5/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1960984/bf7df31103a539653ef8e580f630c21f/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1595794/fdcfda9c5eb593232c9f1852a269ddfa/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1670150/cc551d547c35569a43ce109eaffb33f7/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2058179/3bba91b097561a7e7e9ffd9f9cba3c00/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2158987/484bc23e93290cbb21ddde7edcf37fdf/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1880478/e39fdc540c985debb7a9cf0081751b32/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2181062/f46121b3cf5fe6211044463dac6138eb/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2032532/5e8d65bbf61ea1494533199129883b90/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1936147/2526426382a7c8a6bd88a8d398e4e2a5/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2167318/b877504d54b7d4cb626d30c98463aa1f/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1977683/bc5898f95f2369893bf0e3ea4f79491a/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1635333/b2b55c14c27800880bff30e380548e70/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1880478/4e8e4938aa577fe26e417e682878ead6/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2160411/b274bc1d8ab60cf03fe110e155bb536d/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2079652/9dced5e268f1b2d25a2ad402a053ff96/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4701658/4c5fe7d4540c4a7a281cf25040c37b88/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2174341/229a458c7c04d92964ecefe92b143259/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2005797/bef1432f508ba2cebe1fa72f816ac5c2/1200x900""}]"
4200315,1117800904-d766b2f2,Hyundai,Creta,II,Внедорожник 5 дв.,Classic,https://auto.ru/cars/used/sale/hyundai/creta/1117800904-d766b2f2/,1972500,28448,26158,2021,8501,серебристый,левый,Z94**************,оригинал,1,USED,среднее,IN_STOCK,растаможен,ГК Автоимпорт на Московском,"Московское шоссе, 22Б",Рязанская область,Рязань,2023-01-30 01:48:30 +0300,"[""multi-wheel"",""airbag-passenger"",""bas"",""lock"",""electro-mirrors"",""mirrors-heat"",""glonass"",""vsm"",""computer"",""seat-transformation"",""android-auto"",""wheel-power"",""dha"",""fabric-seats"",""steel-wheels"",""abs"",""auto-mirrors"",""asr"",""esp"",""usb"",""audiosystem-tv"",""front-centre-armrest"",""apple-carplay"",""drl"",""electro-window-back"",""reduce-spare-wheel"",""driver-seat-updown"",""condition"",""airbag-driver"",""isofix"",""electro-window-front"",""hcc"",""alarm"",""tyre-pressure"",""audiosystem-cd"",""front-seats-heat"",""bluetooth"",""wheel-configuration2"",""wheel-configuration1"",""immo"",""12v-socket""]",бензин,1.6,121,пятидверный внедорожник,механика,полный,true,21234443,https://auto.ru/diler/cars/all/gk_avtoimport_na_moskovskom_ryazan/,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2079837/b091ac119822a6895adc913d1a17d0ec/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2165053/e963a8f76c1df8b73d19dcd4b6bc0624/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1894474/730a9d5e434fe647f1181b2159a5ac02/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2003768/aceb9a287518b7330fe055e21d1f46bb/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2172509/7e9f82f8436055d3b72d7152d706c80d/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1880362/13c01f5b55fb1b1899430929f78e18bc/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4119814/cd233e68d96f4a06b720572dd2b0d61f/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1987375/e28a3269bccc0080ee455b6b13b62fe5/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2156482/0d2e361f277d3e88c2a35692a684b1ae/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1996369/59df09013ba5b8aeed1e38e96bec65db/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2180566/ddf453c9c306b54540b291a401bc230b/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2068491/19a6618428e3782b736ab8bbcafa8569/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2072159/07c01c323bdf202914c9a7d49e67a0aa/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1996369/c5dbf22da410dfe99ccd6b5227d4a9ad/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2161791/7473e09c28f1c96b5ff659b98cb798df/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1995433/592acbc6eededc6031a4a65085c70f62/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2165234/7d138059cb93cc598f26c77dfd9ff409/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1943038/47bd2c640032af7ea2a7d5c063a38ba9/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1635333/31263557b922091e98915d8b459a2cef/1200x900""}]"
4200316,1117804504-ecbcc772,Haval,Jolion,I,Внедорожник 5 дв.,Elite,https://auto.ru/cars/new/sale/haval/jolion/1117804504-ecbcc772/,2517628,36310,33388,2022,,красный,левый,XZG**************,оригинал,0,NEW,среднее,IN_STOCK,растаможен,FAVORIT MOTORS Haval,"Коптевская улица, 69Ас5",Москва и Московская область,Москва,2023-01-30 05:05:55 +0300,"[""cruise-control"",""multi-wheel"",""heated-wash-system"",""airbag-passenger"",""roof-rails"",""bas"",""lock"",""electro-mirrors"",""mirrors-heat"",""glonass"",""computer"",""seat-transformation"",""android-auto"",""wheel-power"",""fabric-seats"",""abs"",""wheel-leather"",""climate-control-1"",""asr"",""esp"",""usb"",""audiosystem-tv"",""front-centre-armrest"",""apple-carplay"",""rear-camera"",""drl"",""steering-wheel-gear-shift-paddles"",""electro-window-back"",""18-inch-wheels"",""reduce-spare-wheel"",""body-mouldings"",""rear-seats-heat"",""driver-seat-updown"",""wheel-heat"",""led-lights"",""park-assist-r"",""airbag-driver"",""isofix"",""drive-mode-sys"",""electro-window-front"",""light-sensor"",""hcc"",""keyless-entry"",""alarm"",""start-button"",""rain-sensor"",""audiosystem-cd"",""front-seats-heat"",""power-child-locks-rear-doors"",""bluetooth"",""wheel-configuration1"",""immo"",""windscreen-heat"",""12v-socket""]",бензин,1.5,143,пятидверный внедорожник,робот,передний,false,21679454,https://auto.ru/diler/cars/all/favorit_motors_haval_moskva/,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4391738/0577567166fd37cadc0e3c95e4e221d9/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4476899/02f4824d264609d3281b5499b51d5c36/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1938692/11f01ce12d41e6f9c767208e36f4ad04/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2180566/6b392174b5abd41dbb65f74984ab63d2/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1871487/e110cea0220bfdf22d568eec7f52d81b/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2172317/cc970ae7725db35eddc19f95ec3e9fb6/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1989244/54ef2f7df818ed34e3ef51f1ed94f186/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2179888/f0fcfaa212797baae7ac6073a1872889/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/7067970/2c76e345e5c144342a0e45c96379aaae/1200x900""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2143601/f7db1ed53566fc74224a0f84a5df2a40/1200x900""}]"
